x,y,text
68,104,"Replace 48 259 } Tio —
"
76,138,"179 results in 24 files “260 -
"
15,149,"& Y © CacheConfigurationjava sc\..@ 261 @Transactional(readOnly = true) —— ae
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { Le 7
"
12,202,"% repository. UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap a
"
65,237,"Y © UserRepository,java src\main\... (6 (userRepository: : findOneWithAuthoritiesByLogin) ; ea
"
26,254,"5 —
"
2,252,"ag String USERS BY_LOGIN.CACHE=""u.. 964 } ta
"
90,282,"‘String USERS_BY_LOGIN_CACHE = “u.. 265 ———
"
14,299,"Bs | Ss
"
110,335,"ng USERS BY = ‘ ‘ : i —
"
158,336,"ccsrcsinee = WEE. ze : Not activated Users should be automatically deleted after 3 days. —
"
91,371,"@Cacheable(cacheNames = USERS... Sh ieee
"
65,376,"ele ese (269 * This is scheduled to get fired everyday, at 01:00 (am). ie eeedey Deco ad
"
91,414,"public List<UserDTO> usersToUserD.. 270 ey, : 7 = Boa eye.code@outlook.com
"
90,442,"tsersTolNerDTOs(ist<Use> Ie { 271 @Scheduled(cron = ""@ 0 1 * * 2"") geez) | WW os07 pm
"
83,455,"return if stream m2 public void removeNotActivatedUsers() { ‘e_ ° ,
"
91,480,"public List<User> userDTOsToUsers(... 273 userRepository = has Saea the Live Share
"
65,512,"Y © UserServicejava a 9 274 . findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant .now().minus a Session
"
81,534,"Service class for managing x 3, ChronoUnit.DAYS a .
"
84,543,"Public dass UserService{ 275 ee 8 2 ee Fl gsimha 05:09 PM
"
91,578,"see ae =~ 276|| log.debug(|""Deleting not activated| {}"", user.getLogin())]; = has joined the Live Share
"
83,608,"Pena? Gee ia 277 userRepository.delete(user) ; ieee Session
"
91,639,"* Not activated BBE chould be auto. 278 "" this.clearUserCaches(user) ; —— _* gsimha 05:17 PM
"
107,653,"blic void NotActivatedUser... 279 3 ——— Fl :
"
91,682,"a ae <i. 280 } ——  e has left the Live Share session |
"
90,721,"cacheManager.getCache(UserReposi.. 281 =
"
66,745,"> © AccountResourcejava src\m... 4) 282 p* | eee
"
65,763,"Y © UsersWIControllerjava srcvm..@) 283 * @return a list of all the authorities ot
"
12,783,"se Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava s:c\main\.. 3 ici ; iti
"
10,0,"J File Edit Selection View Go Debug Terminal Help UserServicejava -sales-app - Visual Studio Code - o xX
"
13,38,"& SEARCH 0 S B— © Gshierjava @ © UserServicejava X hoe Live Share Chat X a
"
64,65,"Tae Kem main > java > com > mycompany > myapp > service > © UserServicejava
"
0,83,"| p- = 258 return userRepository.tindOneWithAuthoritiesByld(id) 5 ile
"
68,104,"Replace 48 259 } te
"
76,138,"179 results in 24 files “260 =,
"
15,149,"& Y © CacheConfigurationjava src... (2 261 @Transactional(readOnly = true) ==!
"
91,182,"repository. UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { — |
"
1,198,"Bos repository. UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin().flatMap ae
"
65,231,"Y © UserRepositoryjava src\main\.. (userRepository: : findOneWithAuthoritiesByLogin) ; =
"
2,250,"age String USERS BY LOGIN CACHE=""u.. 964 } kan
"
90,279,"‘String USERS_BY_LOGIN_CACHE = “u.. 265 ——
"
14,299,"@ ‘String USERS_BY_EMAIL_CACHE =""u... +e beaten
"
27,317,". String USERS_BY EMAIL CACHE = “tis, 70° i Ee
"
110,335,"ing USERS_BY = * z q a
"
139,334,"tie (ache Nenas = IEEE 2 . Not activated WSErs should be automatically deleted after 3 days. ss
"
81,369,"@Cacheable(cacheNames = USERS... SD ee Tuesday, December 10
"
65,382,"VO ie eae | «269 * This is scheduled to get fired everyday, at 01:00 (am). < y
"
91,418,"public List<UserDTO> usersToUserD.. 270 as nn ""~,"" eye.code@outlook.com
"
90,430,"isersTolserDIOs(ist<Use> {272 @Scheduled(cron = “@ @ 1 * * 2"") ieee mh eran
"
83,454,"reary BI sereorna 272 public void removeNotActivatedUsers() { =. ° ,
"
91,480,"public List<User> userDTOsToUsers(... 273 userRepository ae has ac the Live Share
"
65,512,"Y © UserServicejava a 9 274 . findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant .now().minus a Session
"
90,538,"Service dass for managing = @ X (3, ChronoUnit.DAYS) ) Een
"
215,549,"sl i . os simha 05:09 PM
"
100,551,"bee de Mimowe( 275 -forEach(user -> { —— Fl am :
"
91,578,"ae eee 276 log. debug(""Delet ing {}"", user.getLogin()); _s===— has joined the Live Share
"
118,602,"ic UserService(UserRepository us... : ‘Sake — i
"
76,608,"Pein ane 277 userRepository.delete(user) ; foreteeeene Session
"
91,632,"poe 278 this.clearUserCaches (user); =<, .
"
96,647,"Not activated users should be auto... = gsimha 05:17 PM
"
91,657,"public void removeNotActivatedUser,. 279 3 e al A has left the Live Sh ic |
"
134,684,"rege <i. 280 F — s jas left the Live Share session
"
90,702,"cacheManager.getCache(UserReposi.. 281 ——es
"
66,745,"> © AccountResourcejava src\m... 4) 282 /** ; :
"
65,759,"V © UserW1Controllerjava src\n.-@) 283 * @return a list of all the authorities Message Live Share Chat
"
12,784,"$3 Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava s:c\main\.. 33 oid ; ati
"
10,2,"BF File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,36,"& SEARCH 0 & 8 © Gshierjava @ © UserServicejava @ nage = Live Share Chat are
"
77,73,"= Kemp SC main > java > com > mycompany > myapp > service > © UserServicejava _
"
56,96,"v ; = TIER
"
0,89,"| me 22 @Transactional(readOnly = true) a a
"
350,121,"ws 262 public Optional<User> getUserWithAuthorities() { ie
"
14,143,"%® AT mesmts 024 flee 263 return SecurityUtils.getCurrentUserLogin().flatMap ———
"
65,169,"Y © CacheConfigurationjava src\... (2 . —— - aoe aire —
"
510,177,"userRepository: : findOneWithAuthoritiesByLogin) ; .
"
91,176,"repository. UserRepositon USERS. BY... 5, 5 s am yLogin) =
"
0,198,"Big repository. UserRepository.USERS BY... ~ a
"
65,229,"Y © UserRepository,java src\main\... 6 a os ——
"
0,250,"ag String USERS BY LOGIN.CACHE=""u.. 206 / a
"
90,273,"String USERS BY LOGIN.CACHE=""u. 267 * Not activated USers should be automatically deleted after 3 days. =
"
18,302,"&@ ‘String USERS BY_EMAILCACHE=""u.. 268 # <p> a
"
23,318,".. String USERS_BY EMAIL.CACHE=""uu) 269 * This is scheduled to get fired everyday, at @1:00 (am). =
"
91,349,"@Cacheable(cacheNames = USERS... 270 ay =
"
91,372,"@Cacheable(cacheNames = USERS... 271 @Scheduled(cron = ""@ @ 1 * * 2"") Bee Tuesday, December 10
"
65,399,"Y © UserMapperjava src\main\av..@) 272 public void removeNotActivatedUsers() { =
"
81,417,"Public List <UserDTO> usersToUserD... 273 userRepository eee aoe eye.code@outlook.com
"
90,444,"UsersToUserDTOs(List<User> Use) { 974 . findAl 1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus ‘£2. ""="" 05:07 pM
"
91,460,"return users.stream0 hi unit. DAYS = .
"
107,478,"oie (3, Chronounit. )) a has started the Live Share
"
91,490,"public List<User> userDTOsToUsers(.. =
"
65,504,"Y. © UserServicejava sre\main\java... @ 26 -forEach(user _-> { ¥ session
"
116,516,"See (27° log.debug(|""Deleting not activated for user| {}"", user.getLogin() am
"
81,546,"public dass [eiService { Ds se Fl gsimha 05:09 PM
"
91,574,"= LoggerFactory.getloggertUserSev.. 277 userRepository.delete(user) ; ——— has joined the Live Share
"
91,600,"public UserService(UserRepository us... 278 this.clearUserCaches(user) 5 tome pesto
"
91,628,"Page<UserDIO> getAllManagedUse.. 279 })s —
"
180,650,"ae 280 } ——_= gsimha 05:17 PM
"
91,674,"public void removeNotActivatedUser.. 29). = has left the Live Sh . |
"
135,689,"ree as 282 ys a jas le Live Share session
"
66,731,", 283 * @return a list of all the authorities
"
105,748,"AccountResourcejava src\n... 4 2
"
65,751,"v Se ee 284 x) ""Message Live Share Chat
"
173,771,"ntrollerjava src\enn S rats s Be
"
80,776,"‘Controller to authenticate REEL 285 public List<String> getAuthorities() {
"
0,790,"Ba > © UserResourcejava aime 286 return authorityRepository.findAll().stream().map(Authority: : getName)
"
10,2,"™J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code —- Oo x
"
13,37,"& SEARCH 0 & B_— © Gshierjava @ © package-infojava X nage = Live Share Chat one
"
245,73,"Kemp 6 main > java > com > mycompany > myapp > domain > © package-infojava
"
56,83,"= a) /** se
"
0,89,"| P ™ rep ae 2| | * 3PA domain objects.
"
0,138,"te 179 results in 24 files 3 */
"
65,169,"Y © CacheConfigurationjava src\.. (2 4] package com.mycompany.myapp.domain; rq
"
82,185,"repository. UserRepository.USERS BY... 5
"
12,202,"e repository.UserRepository.USERS BY...
"
65,237,"Y © UserRepository,java src\main\. (6
"
8,250,"BS ‘String USERS_BY_LOGIN_CACHE = “u...
"
90,281,"‘String USERS_BY_LOGIN_CACHE = “u
"
14,304,"@ ‘String USERS_BY_EMAIL CACHE = ""u..
"
27,323,". String USERS_BY_EMAIL_ CACHE = “us|
"
91,352,"@Cacheable(cacheNames = USERS...
"
91,374,"@Cacheable(cacheNames = USERS_.. Tuesday, December 10
"
65,400,"Y © UserMapperjava src\main\jav... (@)
"
91,421,"public List<UserDTO> usersToUserD... ‘14° eye.code@outlook.com
"
90,432,"usersToUserDTOs(List<User> users) { we 05:07 PM
"
91,465,"return users.stream() . 5
"
91,484,"public List<User> userDTOsToUSa. has started the Live Share
"
1404,512,"session
"
66,537,"> © AccountReslflircejava sc\m.. GB
"
65,551,"Y © UserIWIControllerjava scc\m... FA gsimha 05:09 PM
"
90,582,"Controller to authenticate users. has joined the Live Share
"
66,608,"> © UserResourcejava s:c\main\.. 33 Recien
"
65,632,"Y 0000000000000 initial sche... (2)
"
81,648,"file=""config/liquibase/users.csv"" gsimha 05:17 PM
"
84,671,"file=""config/liquibase/users_authoriti... . .
"
65,682,"A ner eae ada Og has left the Live Share session |
"
91,720,"import { User, UserService } from ‘ap...
"
90,744,"constructor{private userService: User... zi
"
155,759,"s(private userSenvice: Ua Message Live Share Chat
"
12,784,"$3 this.userService.delete(login) subscr..
"
65,817,"TS user-management-update.co...(6
"
10,3,"“J File Edit Selection View Go Debug Terminal Help ‘UserServicejava - sales-app - Visual Studio Code - o xX
"
13,37,"& SEARCH 0 F GB © Gshierjava @ © UserServicejava X uo E Live Share Chat one
"
77,73,"= Real ©? main > java > com > mycompany > myapp > service > © UserServicejava _
"
0,89,"|2—— es 12 : ini
"
76,134,". “169 * @param firstName first name of user =
"
77,147,"179 results in 24 files =—
"
15,149,"Bee cccccontcurstonjan sa.@ 172 * @param lastName last name of user a
"
91,182,"Tepositonrserepochoy IRS ey, 172 * @param email email id of user =""
"
5,198,"Bisa repository.UserRepository.USERS BY... 172 * @param langKkey language key ""|
"
65,231,"\. © UserRepositoryjava src\main\..@ 173 * @param imageUrl image URL of user =
"
0,250,"ag String USERS BYLOGIN.CACHE=“u... 174 */ cra
"
90,279,"‘String USERS BY LOGIN. CACHE= ""us 175 public void updateUser(String firstName, String lastName, String email, ——
"
14,300,"@ String USERS_BY_EMAIL_CACHE =u... String langKey, String imageUrl) { ==
"
90,328,"String USERS BY_EMAILCACHE=""Us. 476 SecurityUtils.getCurrentUserLogin() =
"
91,352,"@Cacheable(cacheNames = USERS. 477 .flatMap(userRepository: : findOneByLogin) —

"
65,376,"L ——— 178 .ifPresent(user -> { ee Tuesday, December 10
"
91,396,"subsea Bone. 17 user. setFirstName(firstName) ; \ oe ne
"
90,425,"once astm | 180 user. setLastName(lastName) ; fans mo le cu Com
"
91,454,"return [BEE strean) 181 user.setEmail(email.toLowerCase()); —_ © 05:07 PM
"
91,484,"public List<User> userDTOsToUsers(.. 182 user. setLangKey(langKey) ; oe has started the Live Share

"
65,501,"VY © UserServicejava scc\main\javan (8) 183 user. setImageUr1(imageUr1) ; oe session
"
90,512,"Service class for managing... 8 X 184 this.clearUserCaches (user) 5 ee
"
81,551,"public dass UserService { 185 log.debug(""Changed Information for User: {}"", user); =: FA gsimha 05:09 PM
"
91,578,"= LoggerFactory.getlogger(UserServ... 196 ); = has joined the Live Share
"
90,601,"public UserService(UserRepository us... 1.97 } ‘cre —— eeeine
"
91,628,"Page<UserDTO> getAllManagedUse.. 4 99 ed
"
91,648,"* Not activated se should beauto~ 4 pe — Bi gsimha 05:17 PM
"
91,674,"public void removeNotActivatedUser... 5 ‘ as ee . .

"
144,682,"ae (190 Update all information for a specific user, and return the modified =: has left the Live Share session |
"
90,717,"ccacheManager.getCache(UserReposi... ees

"
66,738,"> © AccountResourcejava scc\m.. d@ 191 s 4 2

"
65,758,"Y © UserWIControllerjava sre\man 4 192 * @param userDTO user to update Message Live Share Chat

"
1,784,"£3 Controller to authenticate Users. 193 * @return updated user
"
66,814,"> © UserResourcejava src\main\j... (3) 194 ay
"
10,2,"“J File Edit Selection View Go Debug Terminal Help \UserService java - sales-app - Visual Studio Code =- o xXx
"
13,38,"& SEARCH 0 S B_— © Gshierjava @ © UserServicejava X no Live Share Chat X a
"
67,70,"Users Reais) © <> main java) com> mycompany > myapp > service > © UserServicejava _
"
0,89,"| Pas mm 197 .findById(userDTO.getId())) ee
"
76,126,"ora os 198 . filter (Optional: :isPresent) = i
"
16,145,"® es 1 .map(Optional: : get) =i
"
91,180,"roostninereesensain 22° smapluser > { =-
"
10,198,"Hy jUserRepostoryISEG By. 222 this.clearUserCaches (user) ; te
"
65,226,"Y. © UserRepositoryjava src\main\...@ 202 user. setLogin(userDTO. getLogin() .toLowerCase()) 5 =
"
2,248,"ag String USERS_BY LOGIN.CACHE=“u.. 203 user .setFirstName(userDT0.getFirstName()); =—
"
90,279,"String USERS BY LOGIN. CACHE=""u.. 204 user. setLastName(userDTO. getLastName()); ——
"
14,304,"@ ‘String USERS BY_EMAIL.CACHE=""u.. 205 user.setEmail(userDTO.getEmail().toLowerCase()); =
"
90,329,"‘String USERS_BY_EMAIL_CACHE=""u.. 206 user. setImageUrl(userDT0.getImageUr1()); ee
"
91,352,"@Cacheable(cacheNames = USERS... 297 user. setActivated(userDT0. isActivated()); =
"
91,374,"@Cacheable(cacheNames = USERS... 9g user. setLangKey(userDTO.getLangkey()); a Tuesday, December 10
"
65,400,"eee ae 709 Set<Authority> managedAuthorities = user.getAuthorities(); =
"
91,421,"beet aD 510 managedéuthorities.clear(); = yay eye-code@outlook.com
"
90,444,"plana Set on userDTO.getAuthorities().stream() Se 05:07 PM
"
91,482,"public List <User> userDTOsTOUSEr. 212 -map(authorityRepository: :findById) oe has started the Live Share
"
65,501,"Y. © UserServicejava sre\main\java...j@ 213 - filter (Optional: :isPresent) al session
"
90,513,"Service class for managing .. 8 X 214 -map(Optional: :get) | =
"
81,548,"public dass UserService { 215 - forEach (managedAuthorities: : add) ; a ra gsimha 05:09 PM
"
91,574,"= LoggerFactorygetlogger(UserServ... 216 this.clearUserCaches(user); “Soe | has joined the Live Share
"
91,600,"public UserService(UserRepository us... 217 log.debug(""Changed Information for User: {}"", user); al eexion
"
91,629,"Page<UserDTO> getAllManagedUse.. 218 return user; oer
"
91,651,"* Not activated users should be auto... 94.9 y — | gsimha 05:17 PM
"
91,675,"oa 220 -map(UserDTO: :new) 5 an has left the Live Share session |
"
90,702,"cacheManager.getCache(UserReposi. 55 } 5
"
86,721,"ccacheManager.getCache(UserReposi... 222
"
65,746,"See 223 public void deleteUser(String login) { ""Message Live Share Chat
"
12,780,"& ‘Controller to authenticate BEE. 224 userRepository.findOneByLogin(login).ifPresent(user -> {
"
66,810,">) © Usefesoucejae cea @ 225 userRepository.delete(user);
"
10,2,"™J File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code —- Oo x
"
13,37,"& SEARCH 0 & B_— © Gshierjava @ © package-infojava X nage = Live Share Chat one
"
245,73,"Kemp 6 main > java > com > mycompany > myapp > domain > © package-infojava
"
56,83,"= a) /** se
"
0,89,"| P ™ rep ae 2| | * 3PA domain objects.
"
0,138,"te 179 results in 24 files 3 */
"
65,169,"Y © CacheConfigurationjava src\.. (2 4] package com.mycompany.myapp.domain; rq
"
12,185,"x repository. UserRepository.USERS BY... 5
"
91,213,"repository.UserRepository.USERS BY...
"
65,237,"Y © UserRepository,java src\main\. (6
"
8,250,"BS ‘String USERS_BY_LOGIN_CACHE = “u...
"
90,281,"‘String USERS_BY_LOGIN_CACHE = “u
"
14,304,"@ ‘String USERS_BY_EMAIL CACHE = ""u..
"
27,323,". ‘String USERS_BY_EMAIL_CACHE = “us|
"
91,352,"@Cacheable(cacheNames = USERS...
"
91,374,"@Cacheable(cacheNames = USERS... Tuesday, December 10
"
65,400,"Y © UserMapperjava src\main\jav... (@)
"
91,418,"public List<UserDTO> usersToUserD... Ban eye.code@outlook.com
"
90,444,"usersToUserDTOs(List<User> users) { B= 05-07 PM
"
91,465,"return users.stream() - .
"
91,484,"public List<User> userDTOsToUSE. has started the Live Share
"
1404,512,"session
"
90,536,"Service day for managing .. & X
"
82,538,"public pa a FA gsimha 05:09 PM
"
91,581,"= LoggerFactory.getLogger(UserServ... has joined the Live Share
"
91,606,"public UserService(UserRepository us... pesto
"
91,628,"Page<UserDTO> getAllManagedUse...
"
91,652,"* Not activated users should be auto... gsimha 05:17 PM
"
91,675,"public void removeNotActivatedUser... . .
"
90,682,"eaters tieneee! has left the Live Share session |
"
90,725,"cacheManager.getCache(UserReposi....
"
66,746,"> © AccountResourcejava src\m.. (4 a
"
65,759,"Y © UsersWIControllerjava sre\ma. 4 Message Live Share Chat
"
0,785,"Fe Controller to authenticate users.
"
66,815,"> © UserResourcejava src\main\j... 3)
"
10,1,"‘J File Edit Selection View Go Debug Terminal Help ‘e UserService java - sales-app - Visual Studio Code - o xXx
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ ies Live Share Chat X “
"
77,73,"= Kemp %¢ > main > java > com > mycompany > myapp > service > © UserServicejava
"
0,89,"| p. = 258 return userRepository.tindOneWithAuthoritiesByld(id) ; ile
"
68,104,"Replace 48 259 } Tio —
"
292,134,"o aa
"
76,142,"179 results in 24 files 260 <=
"
15,149,"& Y © GacheConfiguationjava sx\.@ 261 @Transactional(readOnly = true) =a
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { a
"
15,198,"Bt repository.UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap a
"
65,237,"Y © UserRepository,java sic\main\. (6 (userRepository: : findOneWithAuthoritiesByLogin) 5 a
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 964 } =
"
90,279,"‘String USERS_BY_LOGIN_CACHE = “u.. 265 —— 2
"
14,304,"ee ee =
"
110,329,"ing USERS_BY cz * : q ad
"
157,334,"eicachafaes = EEL. ay . Not activated liSérs should be automatically deleted after 3 days. ee
"
91,371,"@Cacheable(cacheNames = USERS... SPP Bie
"
65,376,"ele ese (269 * This is scheduled to get fired everyday, at 01:00 (am). ie eeedey Deco ad
"
91,410,"public list<UserDTO> WSEBToUserD.. 270 a], —— Efi eye codatioutiociccom
"
90,432,"usersToUserDTOs(list<User> users){ 271 @Scheduled(cron = ""@ @ 1 * * 2"") jee we ean
"
83,455,"return if stream m2 public void removeNotActivatedUsers() { ‘e_ ° ,
"
91,480,"public List<User> userDTOsToUsers(... 273 userRepository = has Saea the Live Share
"
65,512,"Y © UserService,java eae 9 274 . findA11ByActivatedIsFalseAndCreatedDateBefore(Instant .now() .minus a eo)
"
81,534,"Service class for managing x 3, ChronoUnit.DAYS a .
"
82,543,"public class UserService { 275 ees 8 ») a Fl gsimha 05:09 PM
"
91,582,"= lonereanyos nate 576 log.debug(|""Deleting not activated for user {}"", user.getLogin() _.s===— has joined the Live Share
"
91,602,"public UserService(UserRepository us... D: eel session
"
91,623,"Page<UserDTO> getAllManagedUse... a Ds . [Eten
"
91,639,"* Not activated BEY should beauto., 277 userRepository.delete(user) ; a imha 05:17PM
"
91,653,"public void removeNotacivatesiigE. 278 this.clearUserCaches (user) ; == Fl gst e ;
"
144,682,"Picante 279 ts =———-f has left the Live Share session |
"
90,704,"cacheManager.getCache(UserReposi.. 280 } ———e
"
66,746,"> © AccountResourcejava src\m... 4-281 i ;
"
65,759,"Y © UseriWIControllerjava src\m... 282 1% Seen
"
8,785,"$83 Controlier to authenticate users. 283 * @return a list of all the authorities
"
66,815,"> © UserResourcejava s:c\main\.. 3 *
"
10,0,"%J File Edit Selection View Go Debug Terminal Help LUserService java - sales-app - Visual Studio Code - o x
"
13,36,"& SEARCH 0 BS 8 © Gashierjava @ © UserServicejava X tf] @ s+ | & tiveShare Chat x ae
"
58,64,"Ta Kame 5? main > java > com > mycompany > myapp > service > © UserServicejava
"
0,82,"| py, s 258 return userRepository.tindOneWithAuthoritiesByld(id) ; (ie
"
68,104,"Replace 48 & 259 } Hite |
"
76,138,"179 results in 24 files ~ 260 a
"
15,149,"Bi) Ve cicceerumpaca.@ 261 @Transactional (readonly = true) =!
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { — |""
"
0,198,"ccd repository.UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap ee
"
65,237,"Y © UserRepository,java src\main\... (6 userRepository: : findOneWithAuthoritiesByLogin) ; —
"
26,235,"5 Pp y ae
"
2,252,"ag String USERS BY_LOGIN.CACHE=""u.. 964 7 ‘ee
"
1248,279,"—
"
90,282,"String USERS BY_LOGIN.CACHE=""wa 565 ar
"
14,304,"me meors | | Ss
"
110,335,"ng USERS BY = : : : =.
"
147,331,"asia EE 2 . NOt activated liSers should be automatically deleted after 3 days. a
"
81,367,"@Cacheable(cacheNames = USERS... ae , ee Tuesday, December 10
"
65,392,"SOlnierneavene@ | 269 This is scheduled to get fired everyday, at 01:00 (am). =
"
90,414,"public List<UserDTO> usersToUserD.. 270 *); as mw eye.code@outlook.com
"
90,442,"usersToUserDTOs(list<User> usem){ 271 @Scheduled(cron = ""0 @ 1 * * 2"") fee | | EW cov eM
"
83,454,"return userstreamd 272 public void removeNotActivatedUsers() { . "" Teeter
"
91,481,"public List<User> userDTOsToUsers(... 273 userRepository a }as sare the Live Share
"
65,512,"Y © UserServicejava Sone 9 274 . findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant .now().minus a Session
"
80,534,"Service dass for managing x (3, ChronoUnit.DAYS) ) es
"
208,552,"ia ? x = simha 05:09 PM
"
106,554,"cee ares 275 -forEach(user -> { <= ao :
"
80,578,"ae eae by 276 log .debug( “Deleting activated user {}"", user.getLogin()); _ s====— has joined the Live Share |
"
91,612,"oe ee 277 userRepository.delete(user) ; foramen Session
"
91,624,"Page<UserDTO> getAllMManagedUse.. : fn i =
"
91,643,"* Not activated BEB shoud be auto., 278 i this.clearUserCaches(user) ; ts gsimha 05:17 PM
"
145,661,": ; 279 7 =
"
91,657,"public void removeNotActivatedUser.. 3 5 | -
"
118,682,"Manager <i. 280 } =e has left the Live Share session |
"
90,721,"cacheManager.getCache(UserReposi.. 281 a
"
66,741,"> © AccountResourcejava src\m... (14) 282 Hac 1 5
"
65,759,"V © UserW1Controllerjava sci.) 283 * @return a list of all the authorities Message Live Share Chat
"
12,783,"Fd Controller to authenticate Users. 284 */
"
66,815,"> © UserResourcejava src\main\j... (3) eis + 4G
"
10,2,"BF File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,38,"& SEARCH 0 S 8B _— © Gshierjava @ © UserServicejava @ ies Live Share Chat X “
"
245,73,"Ke 5? main > java > com > mycompany > myapp > service > © UserServicejava _
"
56,91,"i 261 ransactional(readOnly = true TIER
"
0,89,"| 2 Replace a8 en 2 : u ) fs =
"
350,126,"ws 262 public Optional<User> getUserWithAuthorities() { UE See-
"
15,143,"& acces atl: 263 return SecurityUtils.getCurrentUserLogin().flatMap ——
"
65,160,"Y © CacheConfigurationjava src\.. (2 a ni ws ae sees =
"
284,177,"5 userRepository: : findOneWithAuthoritiesByLogin) ; =:
"
91,176,"repository. UserRepository USERS BY. 94. 4 } ( 7 2 yee) eee
"
0,198,"Big repository. UserRepository.USERS BY... Aes ee
"
65,231,"Y © UserRepository,java sic\main\.. @ = ——
"
0,250,"ag String USERS BY LOGIN.CACHE=""u.. 20° “ =
"
90,273,"String USERS BY LOGIN.CACHE=""u. 267 * Not activated iSers should be automatically deleted after 3 days. |
"
14,299,"@ ‘String USERS BY EMAIL.CACHE=""u.. 268 * <p> ae
"
27,323,". ‘String USERS_BY_EMAIL.CACHE=""u. 269 * This is scheduled to get fired everyday, at 01:00 (am). a
"
91,349,"@Cacheable(cacheNames = USERS... 270 nf =
"
91,372,"@Cacheable(cacheNames = USERS... 271 @Scheduled(cron = ""0 @ 1 * * 2"") Bee Tuesday, December 10
"
65,400,"Y © UserMapperjava sre\main\av..@) 272 public void removeNotActivatedUsers() { [—
"
91,417,"Public List<UserDTO> usersToUserD.. 73 userRepository om woy eve-code@outlook.com
"
90,444,"wersTolserDTOstst<Use> IB = 974 . findALIByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus ‘22. ""="" 05:07 PM
"
84,460,"retum users.stream) hronoUnit .DAYS: ‘e .
"
91,478,"public List<User> userDTOsToUsers(. ea )) = has started the Live Share
"
158,503,": aa 275 -forEach(user -> { = i
"
65,506,"Y © UserServcejava sre\mainiova..(@) = . . = . session
"
116,516,"ee ee | log.debug(|""Delet ing not activated for user| {}"", user-getLogin() a
"
84,546,"public dass UserService { Ds se Fl gsimha 05:09 PM
"
91,575,"= LoggerFactory.getLogger(UserSer.. 277 userRepository.delete(user) ; —— has joined the Live Share
"
91,604,"public UserService(UserRepository us... 278. this.clearUserCaches(user) ; a 5
"
1243,619,"—— session
"
91,628,"Page<UserDTO> getAllManagedUse.. 279 })s =
"
91,650,"* Not activated users should be auto... 280 } ee | gsimha 05:17 PM
"
91,674,"public void removeNotActivatedUser.. 397. —— agen me Neh . |
"
144,686,"nager.getC: Ai 292 ys =e }as left @ Live Share session
"
81,717,"cacheManager.getCache(UserReposi... 3 nee
"
338,723,"283 * @return a list of all the authorities
"
66,746,"> © AccountResourcejava s\n. 50.4 */ 7 2
"
65,759,"\ © UserIControllerjava src\ran 4 z a . a Message Live Share Chat
"
80,776,"‘Controller to authenticate REEL 285 public List<String> getAuthorities() {
"
0,790,"Ba > © UserResourcejova aime 286 return authorityRepository.findAl1().stream().map(Authority: : getName)
"
10,3,"‘J File Edit Selection View Go Debug Terminal Help ‘UserService java - sales-app - Visual Studio Code - o xX
"
13,38,"& SEARCH 0 S 8B © Gshierjava @ © UserServicejava X ies Live Share Chat X “
"
77,73,"= Kemp %¢ > main > java > com > mycompany > myapp > service > © UserServicejava
"
0,89,"| p. = 258 return userRepository.tindOneWithAuthoritiesByld(id) ; ile
"
68,104,"Replace 48 259 } Tio —
"
76,138,"179 results in 24 files “260 -
"
3,145,"&@ Y © CacheConfigurationjava src\.. @ 261 @Transactional(readOnly = true) =o!
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { Le 7
"
4,198,"Bcd repository.UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap ae !
"
65,237,"Y © UserRepository,java src\main\... (6 (userRepository: : findOneWithAuthoritiesByLogin) ; a
"
0,250,"ag String USERS BY LOGIN CACHE=""u.. 964 } =
"
90,279,"String USERS BY LOGIN CACHE=""i. 565 —— 4
"
14,303,"@ String USERS_BY_EMAIL_CACHE = “u... vy m=
"
